date,prediction
2022-02-18 00:30:00,104.47467883344576
2022-02-18 01:00:00,107.12385238345112
2022-02-18 01:30:00,109.36163572359374
2022-02-18 02:00:00,109.87667799860482
2022-02-18 02:30:00,108.26698300898785
2022-02-18 03:00:00,106.31521115368706
2022-02-18 03:30:00,105.01108164279724
2022-02-18 04:00:00,106.54933879666015
2022-02-18 04:30:00,109.03046554481715
2022-02-18 05:00:00,108.01997352821002
2022-02-18 05:30:00,107.66376229000599
2022-02-18 06:00:00,108.34767033187173
2022-02-19 06:30:00,88.23343693805109
2022-02-19 07:00:00,88.44221038791787
2022-02-19 07:30:00,91.06455560780557
2022-02-19 08:00:00,91.13338239042197
2022-02-19 08:30:00,89.80681323835996
2022-02-19 09:00:00,88.95963247888838
2022-02-19 09:30:00,85.88175001785797
2022-02-19 10:00:00,87.71225724293409
2022-02-19 10:30:00,91.74732673354495
2022-02-19 11:00:00,89.84509262624195
2022-02-19 11:30:00,90.17871970003739
2022-02-19 12:00:00,87.98373932507617
2022-02-20 12:30:00,101.83771749691647
2022-02-20 13:00:00,103.91339394022688
2022-02-20 13:30:00,105.86304130395254
2022-02-20 14:00:00,105.81729006474853
2022-02-20 14:30:00,103.31187859543459
2022-02-20 15:00:00,104.22724060039995
2022-02-20 15:30:00,101.02276060172159
2022-02-20 16:00:00,102.93329997767655
2022-02-20 16:30:00,105.21670930355164
2022-02-20 17:00:00,104.26537546504552
2022-02-20 17:30:00,103.89628238903676
2022-02-20 18:00:00,103.47268960058037
2022-02-21 18:30:00,129.26705231057667
2022-02-21 19:00:00,133.67312258391684
2022-02-21 19:30:00,136.58577644620874
2022-02-21 20:00:00,136.57717249620157
2022-02-21 20:30:00,133.1922648717563
2022-02-21 21:00:00,131.63624099469823
2022-02-21 21:30:00,130.38775292982362
2022-02-21 22:00:00,132.78780214235846
2022-02-21 22:30:00,134.52889284107198
2022-02-21 23:00:00,132.84675798792853
2022-02-21 23:30:00,133.65415150041832
2022-02-22 00:00:00,134.33259174650678
2022-02-23 00:30:00,111.61351971416808
2022-02-23 01:00:00,115.17649923562685
2022-02-23 01:30:00,116.97971565622885
2022-02-23 02:00:00,116.94780492563103
2022-02-23 02:30:00,114.04657803389739
2022-02-23 03:00:00,112.74198604865109
2022-02-23 03:30:00,111.63565103910261
2022-02-23 04:00:00,113.65676032578841
2022-02-23 04:30:00,115.53971503335524
2022-02-23 05:00:00,113.49051042951265
2022-02-23 05:30:00,113.28169362267498
2022-02-23 06:00:00,114.0250729763206
2022-02-24 06:30:00,105.6594321510666
2022-02-24 07:00:00,107.68340781527439
2022-02-24 07:30:00,109.68295905253005
2022-02-24 08:00:00,109.71408935765129
2022-02-24 08:30:00,106.85820904005973
2022-02-24 09:00:00,105.64295650211663
2022-02-24 09:30:00,104.29994542319315
2022-02-24 10:00:00,106.65395435005117
2022-02-24 10:30:00,107.72285302393001
2022-02-24 11:00:00,106.50781727084153
2022-02-24 11:30:00,106.85061675270735
2022-02-24 12:00:00,107.12913229902105
2022-02-25 12:30:00,65.03770318484875
2022-02-25 13:00:00,67.35113721308659
2022-02-25 13:30:00,68.52544390943606
2022-02-25 14:00:00,69.13497547640753
2022-02-25 14:30:00,67.2353500135216
2022-02-25 15:00:00,67.29719150637851
2022-02-25 15:30:00,65.05179420039806
2022-02-25 16:00:00,67.6755437043995
2022-02-25 16:30:00,69.8035158808024
2022-02-25 17:00:00,68.46681324114792
2022-02-25 17:30:00,67.28366413145116
2022-02-25 18:00:00,67.7491060317287
2022-02-26 18:30:00,38.83157450457504
2022-02-26 19:00:00,38.173549972168956
2022-02-26 19:30:00,39.40115262284286
2022-02-26 20:00:00,38.80023584512132
2022-02-26 20:30:00,38.03956609278052
2022-02-26 21:00:00,38.405386319664906
2022-02-26 21:30:00,37.81625179879114
2022-02-26 22:00:00,37.8842999624714
